mapping_id,job_profile_id,canonical_name,delivery_domain_id,participating_function_codes_candidate,market_tool_category,vendor,tool_product,specialist_capabilities,primary_structured_records,lifecycle_stages,source_url,verification_status,verified_date,nublox_native_requirement
CBE-JTM-0046,CBE-JP-005,Architectural technologist,D01,F05;F13;F19;F23;F26;F27,Design authoring / BIM / technical information,Oracle,Oracle Aconex,Technical design management; detailing; compliance; specifications; coordination,Technical designs; specifications; schedules; compliance records,Design; Construction; Handover,https://www.oracle.com/construction-engineering/aconex/,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Technical design management; detailing; compliance; specifications; coordination; create/control Technical designs; specifications; schedules; compliance records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0047,CBE-JP-005,Architectural technologist,D01,F05;F13;F19;F23;F26;F27,Design authoring / BIM / technical information,NBS,NBS Chorus,Technical design management; detailing; compliance; specifications; coordination,Technical designs; specifications; schedules; compliance records,Design; Construction; Handover,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Technical design management; detailing; compliance; specifications; coordination; create/control Technical designs; specifications; schedules; compliance records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0048,CBE-JP-006,Bricklayer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Procore,Procore,Job planning; setting out; masonry works; materials; progress; quality checks,Work orders; material usage; photos; quality records,Construction,https://www.procore.com/,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Job planning; setting out; masonry works; materials; progress; quality checks; create/control Work orders; material usage; photos; quality records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0049,CBE-JP-006,Bricklayer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Autodesk,Autodesk Build,Job planning; setting out; masonry works; materials; progress; quality checks,Work orders; material usage; photos; quality records,Construction,https://construction.autodesk.com/products/autodesk-build/,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Job planning; setting out; masonry works; materials; progress; quality checks; create/control Work orders; material usage; photos; quality records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0050,CBE-JP-006,Bricklayer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Dalux,Dalux Field,Job planning; setting out; masonry works; materials; progress; quality checks,Work orders; material usage; photos; quality records,Construction,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Job planning; setting out; masonry works; materials; progress; quality checks; create/control Work orders; material usage; photos; quality records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0051,CBE-JP-006,Bricklayer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,SafetyCulture,SafetyCulture,Job planning; setting out; masonry works; materials; progress; quality checks,Work orders; material usage; photos; quality records,Construction,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Job planning; setting out; masonry works; materials; progress; quality checks; create/control Work orders; material usage; photos; quality records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0052,CBE-JP-006,Bricklayer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Tradify,Tradify,Job planning; setting out; masonry works; materials; progress; quality checks,Work orders; material usage; photos; quality records,Construction,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Job planning; setting out; masonry works; materials; progress; quality checks; create/control Work orders; material usage; photos; quality records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0053,CBE-JP-006,Bricklayer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Fergus,Fergus,Job planning; setting out; masonry works; materials; progress; quality checks,Work orders; material usage; photos; quality records,Construction,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Job planning; setting out; masonry works; materials; progress; quality checks; create/control Work orders; material usage; photos; quality records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0054,CBE-JP-006,Bricklayer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,BigChange,BigChange,Job planning; setting out; masonry works; materials; progress; quality checks,Work orders; material usage; photos; quality records,Construction,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Job planning; setting out; masonry works; materials; progress; quality checks; create/control Work orders; material usage; photos; quality records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0055,CBE-JP-007,Builders' merchant,D14,F07;F09;F10;F11;F13;F14;F26;F27,Supply / fabrication / manufacturing,Epicor,Epicor BisTrack,Catalogue; stock; quotations; orders; trade accounts; deliveries; returns,Products; stock; quotes; sales orders; delivery notes; invoices,Procurement; Supply,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Catalogue; stock; quotations; orders; trade accounts; deliveries; returns; create/control Products; stock; quotes; sales orders; delivery notes; invoices as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
