employment_job_id,job_title,catalogue_source,source_job_profile_ids,source_reconciliation_states,source_titles,wave_archetype_ids,external_career_indexes,domain,function_ids,job_level,work_product_state,activity_mapping_state,canonical_mapping_state,job_workbench_state,acceptance_state,notes,explicit_work_product_count
EJOB-F20.06-PROFESSIONAL,Compliance Manager,source-reconciled,JP-F20.06-PROFESSIONAL,reconciled-retain-employment-profile,Compliance Manager,,,,F20,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-F20.07-PROFESSIONAL,Compliance Monitoring Specialist,source-reconciled,JP-F20.07-PROFESSIONAL,reconciled-retain-employment-profile,Compliance Monitoring Specialist,,,,F20,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-F16.17-PROFESSIONAL,Configuration Manager,source-reconciled,JP-F16.17-PROFESSIONAL,reconciled-retain-employment-profile,Configuration Manager,,,,F16,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,3
EJOB-F21.04-PROFESSIONAL,Consent & Preferences Specialist,source-reconciled,JP-F21.04-PROFESSIONAL,reconciled-retain-employment-profile,Consent & Preferences Specialist,,,,F21,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-CONS,Conservator,wave-archetype,,,,JOB-CONS,21,"Heritage, Conservation & Landscape",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-CCM,Construction Contracts Manager,wave-archetype,JP-F07.08-PROFESSIONAL|JP-F19.02-PROFESSIONAL|JP-F19.03-PROFESSIONAL,,,JOB-CCM,22,"Commercial, Contracts & Cost",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job composes or references source Functional Roles but remains a distinct employment job.,candidate-count-in-wave-register
EJOB-LAB,Construction Labourer,wave-archetype,,,,JOB-LAB,23,Site Delivery & Construction Management,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-CM,Construction Manager,wave-archetype,JP-F22.05-PROFESSIONAL,,,JOB-CM,24,Site Delivery & Construction Management,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job composes or references source Functional Roles but remains a distinct employment job.,candidate-count-in-wave-register
EJOB-PLMECH,Construction Plant Mechanic,wave-archetype,,,,JOB-PLMECH,25,"Plant, Equipment & Specialist Operations",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-PLANTOP,Construction Plant Operator,wave-archetype,,,,JOB-PLANTOP,26,"Plant, Equipment & Specialist Operations",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F22.05-PROFESSIONAL,Construction Project Manager,source-reconciled,JP-F22.05-PROFESSIONAL,reconciled-retain-and-compose,Construction Project Manager,,,,F22,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,6
EJOB-SUP,Construction Site Supervisor,wave-archetype,,,,JOB-SUP,27,Site Delivery & Construction Management,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F06.07-PROFESSIONAL,Content Marketing Specialist,source-reconciled,JP-F06.07-PROFESSIONAL,reconciled-retain-employment-profile,Content Marketing Specialist,,,,F06,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-CONTINUOUS-IMPROVEMENT-SPECIALIST,Continuous Improvement Specialist,source-reconciled,JP-F13.09-PROFESSIONAL|JP-F29.08-PROFESSIONAL,reconciled-compose-into-continuous-improvement-specialist,Continuous Improvement Specialist,,,,F13|F29,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F19.03-PROFESSIONAL,Contract Administrator,source-reconciled,JP-F19.03-PROFESSIONAL,reconciled-retain-and-compose,Contract Administrator,,,,F19,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,4
EJOB-F07.08-PROFESSIONAL,Contract Negotiation Specialist,source-reconciled,JP-F07.08-PROFESSIONAL,reconciled-retain-and-compose,Contract Negotiation Specialist,,,,F07,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F26.07-PROFESSIONAL,Controlled Documents Coordinator,source-reconciled,JP-F26.07-PROFESSIONAL,reconciled-retain-employment-profile,Controlled Documents Coordinator,,,,F26,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F20.09-PROFESSIONAL,Controls Assurance Specialist,source-reconciled,JP-F20.09-PROFESSIONAL,reconciled-retain-employment-profile,Controls Assurance Specialist,,,,F20,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,4
EJOB-F25.01-PROFESSIONAL,Corporate Communications Manager,source-reconciled,JP-F25.01-PROFESSIONAL,reconciled-retain-employment-profile,Corporate Communications Manager,,,,F25,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F19.04-PROFESSIONAL,Corporate Counsel,source-reconciled,JP-F19.04-PROFESSIONAL,reconciled-retain-employment-profile,Corporate Counsel,,,,F19,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,4
EJOB-F14.18-PROFESSIONAL,Corporate Finance Specialist,source-reconciled,JP-F14.18-PROFESSIONAL,reconciled-retain-employment-profile,Corporate Finance Specialist,,,,F14,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F14.11-PROFESSIONAL,Cost Accountant,source-reconciled,JP-F14.11-PROFESSIONAL,reconciled-retain-and-compose,Cost Accountant,,,,F14,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-CRANE,Crane Driver,wave-archetype,,,,JOB-CRANE,28,"Plant, Equipment & Specialist Operations",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F14.07-PROFESSIONAL,Credit Controller,source-reconciled,JP-F14.07-PROFESSIONAL,reconciled-retain-employment-profile,Credit Controller,,,,F14,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-CRISIS-COMMUNICATIONS-MANAGER,Crisis Communications Manager,source-reconciled,JP-F24.07-PROFESSIONAL|JP-F25.12-PROFESSIONAL,reconciled-compose-into-crisis-communications-manager,Crisis Communications Manager,,,,F24|F25,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,4
EJOB-F24.05-PROFESSIONAL,Crisis Manager,source-reconciled,JP-F24.05-PROFESSIONAL,reconciled-retain-employment-profile,Crisis Manager,,,,F24,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-F18.14-PROFESSIONAL,Cryptography & PKI Specialist,source-reconciled,JP-F18.14-PROFESSIONAL,reconciled-retain-employment-profile,Cryptography & PKI Specialist,,,,F18,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
EJOB-F05.02-PROFESSIONAL,Customer & Market Insights Specialist,source-reconciled,JP-F05.02-PROFESSIONAL,reconciled-retain-employment-profile,Customer & Market Insights Specialist,,,,F05,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F08.02-PROFESSIONAL,Customer Enquiry Manager,source-reconciled,JP-F08.02-PROFESSIONAL,reconciled-retain-employment-profile,Customer Enquiry Manager,,,,F08,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
