source_job_profile_id,source_title,source_level,job_family_id,function_ids,subfunction_ids,source_activity_count,candidate_expected_outputs,employment_archetype_ids,employment_archetype_titles,observed_mapping_states,reconciliation_state,reconciliation_rationale,next_action
JP-F08.09-PROFESSIONAL,Information Retention Specialist,professional,JF-F08,F08,F08.09,4,"Retention plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,reconciled-retain-with-corrected-title,"Source title is semantically wrong: F08.09 activities identify churn risk, develop retention offers, engage customers and monitor outcomes. This is customer retention, not information retention.",retain-functional-role-and-use-customer-retention-title
JP-F08.10-PROFESSIONAL,Customer Feedback Specialist,professional,JF-F08,F08,F08.10,4,"Customer Feedback plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F08.11-PROFESSIONAL,Customer Knowledge Manager,professional,JF-F08,F08,F08.11,4,"Customer Knowledge plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F08.12-PROFESSIONAL,Service-level Manager,professional,JF-F08,F08,F08.12,4,"Service-level Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F09-FUNCTION-LEAD,Head of Procurement & Supplier Management,head,JF-F09,F09,F09.01|F09.02|F09.03|F09.04|F09.05|F09.06|F09.07|F09.08|F09.09|F09.10|F09.11|F09.12|F09.13,57,"Procurement & Supplier Management strategy and operating plan | Function policies, standards and governance decisions | Resource and investment priorities | Performance, risk and assurance reporting | Improvement and capability roadmap",JOB-PROC,Procurement Manager,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F09.01-PROFESSIONAL,Procurement Strategy Manager,professional,JF-F09,F09,F09.01,4,"Procurement Strategy plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-PROC,Procurement Manager,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F09.02-PROFESSIONAL,Category Manager,professional,JF-F09,F09,F09.02,4,"Category Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F09.03-PROFESSIONAL,Supplier Sourcing Specialist,professional,JF-F09,F09,F09.03,4,"Supplier Discovery plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F09.04-PROFESSIONAL,Strategic Sourcing Specialist,professional,JF-F09,F09,F09.04,4,"Sourcing plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F09.05-PROFESSIONAL,Supplier Commercial Manager,professional,JF-F09,F09,F09.05,5,"Supplier Negotiation plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F09.06-PROFESSIONAL,Procurement Contracts Manager,professional,JF-F09,F09,F09.06,6,"Contracting plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",JOB-PROC,Procurement Manager,candidate-multi-profile-composition,reconciled-retain-and-compose,The source title represents a plausible standalone employment role. Retain it as a candidate Job Profile while allowing its Functional Role/accountabilities to be composed into broader employment jobs evidenced by Waves 1-4.,validate-own-work-products-and-functional-role-reuse
JP-F09.07-PROFESSIONAL,Supplier Onboarding Specialist,professional,JF-F09,F09,F09.07,4,"Supplier Onboarding plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F09.08-PROFESSIONAL,Procurement Operations Specialist,professional,JF-F09,F09,F09.08,4,"Requisitioning plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F09.09-PROFESSIONAL,Buyer,professional,JF-F09,F09,F09.09,5,"Purchase Ordering plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F09.10-PROFESSIONAL,Supplier Performance Specialist,professional,JF-F09,F09,F09.10,5,"Supplier Performance plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
JP-F09.11-PROFESSIONAL,Supplier Risk Specialist,professional,JF-F09,F09,F09.11,3,"Supplier Risk plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",,,,candidate-unreconciled-source-profile,No Wave 1-4 employment archetype currently references this function-derived source profile.,assess-retain-compose-or-functional-role-provenance
