job_profile_id,source_status,title,job_family_id,level,purpose,function_ids,subfunction_ids,primary_functional_role_ids,secondary_functional_role_ids,source_activity_count,candidate_expected_outputs,work_product_decomposition_state,authoring_mode_state,canonical_mapping_state,job_workbench_state,role_acceptance_state,source_repository,source_profile_path,source_profile_sha,source_role_path,source_role_sha
JP-F05.10-PROFESSIONAL,candidate,Innovation Manager,JF-F05,professional,"Perform and continuously improve innovation management work within Product, Service & Innovation Management, producing controlled, timely and decision-useful outcomes.",F05,F05.10,FR-F05.10,,4,"Innovation Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F06-FUNCTION-LEAD,candidate,Head of Marketing & Brand,JF-F06,head,"Provide accountable leadership for Marketing & Brand, establishing direction, governance, resources, controls and performance expectations across the function.",F06,F06.01|F06.02|F06.03|F06.04|F06.05|F06.06|F06.07|F06.08|F06.09|F06.10|F06.11,FR-F06.01|FR-F06.02|FR-F06.03|FR-F06.04|FR-F06.05|FR-F06.06|FR-F06.07|FR-F06.08|FR-F06.09|FR-F06.10|FR-F06.11,,53,"Marketing & Brand strategy and operating plan | Function policies, standards and governance decisions | Resource and investment priorities | Performance, risk and assurance reporting | Improvement and capability roadmap",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F06.01-PROFESSIONAL,candidate,Market Intelligence Specialist,JF-F06,professional,"Perform and continuously improve market intelligence work within Marketing & Brand, producing controlled, timely and decision-useful outcomes.",F06,F06.01,FR-F06.01,,4,"Market Intelligence plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F06.02-PROFESSIONAL,candidate,Customer Segmentation Specialist,JF-F06,professional,"Perform and continuously improve customer segmentation work within Marketing & Brand, producing controlled, timely and decision-useful outcomes.",F06,F06.02,FR-F06.02,,4,"Customer Segmentation plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F06.03-PROFESSIONAL,candidate,Brand Manager,JF-F06,professional,"Perform and continuously improve brand management work within Marketing & Brand, producing controlled, timely and decision-useful outcomes.",F06,F06.03,FR-F06.03,,4,"Brand Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F06.04-PROFESSIONAL,candidate,Marketing Strategy Specialist,JF-F06,professional,"Perform and continuously improve marketing strategy work within Marketing & Brand, producing controlled, timely and decision-useful outcomes.",F06,F06.04,FR-F06.04,,4,"Marketing Strategy plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F06.05-PROFESSIONAL,candidate,Campaign Manager,JF-F06,professional,"Perform and continuously improve campaign management work within Marketing & Brand, producing controlled, timely and decision-useful outcomes.",F06,F06.05,FR-F06.05,,6,"Campaign Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F06.06-PROFESSIONAL,candidate,Digital Marketing Specialist,JF-F06,professional,"Perform and continuously improve digital marketing work within Marketing & Brand, producing controlled, timely and decision-useful outcomes.",F06,F06.06,FR-F06.06,,6,"Digital Marketing plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F06.07-PROFESSIONAL,candidate,Content Marketing Specialist,JF-F06,professional,"Perform and continuously improve content marketing work within Marketing & Brand, producing controlled, timely and decision-useful outcomes.",F06,F06.07,FR-F06.07,,5,"Content Marketing plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F06.08-PROFESSIONAL,candidate,Events Specialist,JF-F06,professional,"Perform and continuously improve events work within Marketing & Brand, producing controlled, timely and decision-useful outcomes.",F06,F06.08,FR-F06.08,,5,"Events plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F06.09-PROFESSIONAL,candidate,Demand Generation Specialist,JF-F06,professional,"Perform and continuously improve lead generation work within Marketing & Brand, producing controlled, timely and decision-useful outcomes.",F06,F06.09,FR-F06.09,,5,"Lead Generation plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F06.10-PROFESSIONAL,candidate,Marketing Analyst,JF-F06,professional,"Perform and continuously improve marketing analytics work within Marketing & Brand, producing controlled, timely and decision-useful outcomes.",F06,F06.10,FR-F06.10,,6,"Marketing Analytics plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F06.11-PROFESSIONAL,candidate,Market Communications Specialist,JF-F06,professional,"Perform and continuously improve market communications work within Marketing & Brand, producing controlled, timely and decision-useful outcomes.",F06,F06.11,FR-F06.11,,4,"Market Communications plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F07-FUNCTION-LEAD,candidate,Head of Sales & Commercial,JF-F07,head,"Provide accountable leadership for Sales & Commercial Management, establishing direction, governance, resources, controls and performance expectations across the function.",F07,F07.01|F07.02|F07.03|F07.04|F07.05|F07.06|F07.07|F07.08|F07.09|F07.10|F07.11|F07.12|F07.13,FR-F07.01|FR-F07.02|FR-F07.03|FR-F07.04|FR-F07.05|FR-F07.06|FR-F07.07|FR-F07.08|FR-F07.09|FR-F07.10|FR-F07.11|FR-F07.12|FR-F07.13,,66,"Sales & Commercial Management strategy and operating plan | Function policies, standards and governance decisions | Resource and investment priorities | Performance, risk and assurance reporting | Improvement and capability roadmap",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F07.01-PROFESSIONAL,candidate,Sales Strategy Specialist,JF-F07,professional,"Perform and continuously improve sales strategy work within Sales & Commercial Management, producing controlled, timely and decision-useful outcomes.",F07,F07.01,FR-F07.01,,6,"Sales Strategy plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F07.02-PROFESSIONAL,candidate,Account Manager,JF-F07,professional,"Perform and continuously improve account management work within Sales & Commercial Management, producing controlled, timely and decision-useful outcomes.",F07,F07.02,FR-F07.02,,4,"Account Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
