job_archetype_id,job_title,career_index,domain,internal_job_profile_ids,internal_profile_state,work_product_id,work_product_name,authoring_mode_candidate,enterprise_stream,context_types,primary_functions,primary_subfunctions,canonical_object_candidate,authoring_primitive_candidate,upstream_inputs,downstream_handoff,evidence_requirement,review_state
JOB-LAND,Landscaper,52,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-LAND-003,Planting / Material Schedule,NATIVE,Deliver,Site|Area|Material,F10|F27,F10.05|F27.06,Material / Planting Schedule,Enterprise Grid,design|species/products|quantities,Procurement / execution,"Item, quantity, source and area",candidate-revalidation
JOB-LAND,Landscaper,52,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-LAND-004,Landscape Execution / Progress Record,NATIVE,Deliver,Site|Area|Work Package,F27,F27.06,Execution / Progress Record,Field/Mobile composition,work plan|materials|crew,Progress / inspection,Completed area/quantity and photos,candidate-revalidation
JOB-LAND,Landscaper,52,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-LAND-005,Plant / Tool Usage Record,NATIVE,Deliver,Site|Plant|Shift,F22,F22.09,Plant Usage Record,Field/Mobile composition,allocation|task,Cost / maintenance,"Asset, hours, operator and task",candidate-revalidation
JOB-LAND,Landscaper,52,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-LAND-006,Landscape Quality / Establishment Check,NATIVE,Deliver,Site|Area|Work Package,F13,F13.04,Inspection / Quality Check,Field/Mobile composition,design|specification|completed works,Defect / acceptance,"Criteria, condition and inspector",candidate-revalidation
JOB-LAND,Landscaper,52,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-LAND-007,Landscape Defect / Replacement Record,NATIVE,Deliver,Site|Area|Finding,F13,F13.05,Defect / Corrective Action,Case Workspace,inspection|failure|damage,Replacement / remediation,"Evidence, action and closure",candidate-revalidation
JOB-LAND,Landscaper,52,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-LAND-008,Landscape Completion / Maintenance Handover,ASSISTED,Deliver,Site|Area|Operations,F22|F27,F22.07|F27.08,Handover / Maintenance Record,Assisted Report Generator,completed works|planting|defects|care requirements,Grounds maintenance / client,"Accepted areas, maintenance requirements and evidence",candidate-revalidation
JOB-LIGHT,Lighting Technician,53,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-LIGHT-001,Lighting Equipment / Setup Plan,NATIVE,Operate,Event|Site|Equipment,F12|F27,F12.01|F27.06,Equipment / Setup Plan,Object Workspace,brief|venue|equipment inventory,Allocation / setup,"Equipment, location, timing and responsibilities",candidate-revalidation
JOB-LIGHT,Lighting Technician,53,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-LIGHT-002,Lighting Equipment Allocation,NATIVE,Operate,Equipment|Event|Person,F22|F10,F22.06|F10.04,Equipment Allocation,Enterprise Grid,inventory|setup plan,Setup / return,"Asset identity, assignee and period",candidate-revalidation
JOB-LIGHT,Lighting Technician,53,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-LIGHT-003,Pre-Use Equipment Check,NATIVE,Operate,Equipment|Site|Shift,F22,F22.09,Pre-Use Inspection,Field/Mobile composition,equipment|checklist,Operation / defect,"Condition, result and technician",candidate-revalidation
JOB-LIGHT,Lighting Technician,53,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-LIGHT-004,Lighting Setup / Configuration Record,NATIVE,Operate,Event|Location|Equipment,F12|F22,F12.03|F22.06,Setup / Configuration Record,Field/Mobile composition,plan|equipment|settings,Operation,"Installed equipment, settings and location",candidate-revalidation
JOB-LIGHT,Lighting Technician,53,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-LIGHT-005,Operation / Cue / Event Log,NATIVE,Operate,Event|Equipment|Time,F12,F12.03,Service / Operation Log,Field/Mobile composition,setup|run plan,Performance evidence,"Time, action, operator and exceptions",candidate-revalidation
JOB-LIGHT,Lighting Technician,53,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-LIGHT-006,Lighting Fault / Defect Record,NATIVE,Operate,Equipment|Event|Defect,F22,F22.08,Equipment Defect,Case Workspace,operation|pre-use|failure,Repair / substitution,"Symptoms, safe state and disposition",candidate-revalidation
JOB-LIGHT,Lighting Technician,53,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-LIGHT-007,Lighting Maintenance / Repair Record,NATIVE,Operate,Equipment|Work Order,F22,F22.08,Maintenance Execution Record,Field/Mobile composition,defect|parts,Return to service,"Repair, parts, test and technician",candidate-revalidation
JOB-LIGHT,Lighting Technician,53,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-LIGHT-008,Equipment Return / Inventory Reconciliation,NATIVE,Operate,Event|Equipment|Inventory,F10|F22,F10.04|F22.06,Return / Inventory Reconciliation,Enterprise Grid,allocations|event log|faults,Stock / maintenance,"Returned assets, condition and variances",candidate-revalidation
JOB-QUARRYENG,Quarry Engineer,61,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-QUARRYENG-001,Quarry / Extraction Plan,NATIVE,Operate,Site|Area|Period,F27|F22,F27.04|F22.01,Extraction / Production Plan,Map Workspace|Object Workspace,reserves|survey|licence|demand,Production / plant plan,"Approved phases, assumptions and constraints",candidate-revalidation
JOB-QUARRYENG,Quarry Engineer,61,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-QUARRYENG-002,Quarry Survey / Geological Model,CONNECTED,Operate,Site|Area|Dataset,F26,F26.05,Information Container: Survey / Model,Connected Authoring Adapter,survey|geology|historic production,Extraction design / reconciliation,"Model revision, source and checker",candidate-revalidation
JOB-QUARRYENG,Quarry Engineer,61,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-QUARRYENG-003,Plant / Production Allocation,NATIVE,Operate,Site|Plant|Shift|Area,F22|F27,F22.09|F27.06,Plant / Production Allocation,Enterprise Grid,plan|plant availability|crew,Shift production,"Assets, area, target and shift",candidate-revalidation
JOB-QUARRYENG,Quarry Engineer,61,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-QUARRYENG-004,Extraction / Production Record,NATIVE,Operate,Site|Area|Shift|Material,F11|F27,F11.03|F27.06,Production Record,Field/Mobile composition,allocation|survey|material class,Stock / performance / reconciliation,"Quantity, location, material and shift",candidate-revalidation
JOB-QUARRYENG,Quarry Engineer,61,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-QUARRYENG-005,Quarry Safety / Geotechnical Inspection,NATIVE,Operate,Site|Area|Location,F23|F13,F23.03|F13.04,Inspection,Field/Mobile composition,inspection plan|faces|roads|plant,Action / restriction,"Observations, photos and inspector",candidate-revalidation
JOB-QUARRYENG,Quarry Engineer,61,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-QUARRYENG-006,Environmental / Restoration Monitoring,NATIVE,Operate,Site|Area|Period,F23,F23.07,Environmental Monitoring Record,Field/Mobile composition,permit|restoration plan|monitoring points,Compliance / restoration action,"Measurements, location and evidence",candidate-revalidation
JOB-QUARRYENG,Quarry Engineer,61,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-QUARRYENG-007,Quarry Plant / Production Exception,NATIVE,Operate,Site|Plant|Production|Finding,F22|F20,F22.09|F20.03,Exception / Failure Case,Case Workspace,production|plant|survey|incident,Corrective action / replanning,"Evidence, cause and disposition",candidate-revalidation
JOB-QUARRYENG,Quarry Engineer,61,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-QUARRYENG-008,Quarry Performance / Restoration Report,ASSISTED,Operate,Site|Period|Authority,F23|F27,F23.07|F27.07,Controlled Reporting Snapshot,Assisted Report Generator,production|survey|inspection|environment|restoration,Management / regulator,Period-locked evidence and source references,candidate-revalidation
JOB-QUARRYW,Quarry Worker,62,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-QUARRYW-001,Quarry Shift / Task Allocation,NATIVE,Operate,Site|Area|Shift|Person,F27,F27.06,Task Allocation,My Work|Field/Mobile composition,production plan|supervisor allocation,Pre-start / execution,"Task, area, shift and assignee",candidate-revalidation
JOB-QUARRYW,Quarry Worker,62,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-QUARRYW-002,Plant / Area Pre-Start Check,NATIVE,Operate,Site|Area|Plant|Shift,F22|F23,F22.09|F23.02,Pre-Start / Pre-Use Check,Field/Mobile composition,task|plant|area,Authorised start,"Condition, defects and controls",candidate-revalidation
JOB-QUARRYW,Quarry Worker,62,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-QUARRYW-003,Extraction / Production Log,NATIVE,Operate,Site|Area|Shift|Material,F11|F27,F11.03|F27.06,Production Record,Field/Mobile composition,task|plant|material,Stock / performance,"Quantity, material class and operator",candidate-revalidation
JOB-QUARRYW,Quarry Worker,62,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-QUARRYW-004,Material / Stockpile Movement,NATIVE,Operate,Material|Stockpile|Plant|Site,F10|F27,F10.04|F27.06,Material Movement Record,Field/Mobile composition,production|stockpile locations,Inventory / dispatch,"Quantity, from/to and operator",candidate-revalidation
JOB-QUARRYW,Quarry Worker,62,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-QUARRYW-005,Safety / Workplace Inspection,NATIVE,Operate,Site|Area|Shift,F23,F23.03,Inspection,Field/Mobile composition,inspection criteria|area,Action / restriction,"Observation, location and evidence",candidate-revalidation
JOB-QUARRYW,Quarry Worker,62,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-QUARRYW-006,Plant Defect / Breakdown Report,NATIVE,Operate,Plant|Site|Defect,F22,F22.08,Plant Defect,Field/Mobile composition,pre-use|operation event,Maintenance work order,"Symptoms, safe state and operator",candidate-revalidation
JOB-QUARRYW,Quarry Worker,62,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-QUARRYW-007,Quarry Incident / Near Miss,NATIVE,Operate,Site|Area|Incident,F23,F23.04,Incident,Field/Mobile composition,event|people|plant,Investigation / action,"Time, location and evidence",candidate-revalidation
JOB-QUARRYW,Quarry Worker,62,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-QUARRYW-008,Shift Handover / Production Summary,NATIVE,Operate,Site|Shift|Area,F27,F27.06,Shift Handover,My Work|Object Workspace,production|defects|incidents|open tasks,Next shift / supervisor,"Output, open items and acknowledgement",candidate-revalidation
JOB-SCAF,Scaffolder,67,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-SCAF-001,Scaffold Requirement / Work Pack,ASSISTED,Deliver,Project|Site|Location|Scaffold,F27|F26,F27.06|F26.05,Work Package / Scaffold Requirement,Assisted Report Generator,access need|design/reference|load class|location,Erection,Approved scope and exact design/reference,candidate-revalidation
JOB-SCAF,Scaffolder,67,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-SCAF-002,Scaffold Material / Component Allocation,NATIVE,Deliver,Scaffold|Material|Site,F10|F27,F10.05|F27.06,Component Allocation,Enterprise Grid,work pack|stock|component identity,Erection / inventory,"Component, quantity and location",candidate-revalidation
JOB-SCAF,Scaffolder,67,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-SCAF-003,Scaffold Erection / Alteration Record,NATIVE,Deliver,Scaffold|Site|Location|Shift,F27,F27.06,Execution Record,Field/Mobile composition,work pack|components|crew,Inspection / handover,"Configuration, date, crew and photos",candidate-revalidation
JOB-SCAF,Scaffolder,67,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-SCAF-004,Scaffold Inspection,NATIVE,Deliver,Scaffold|Site|Location,F13|F23,F13.04|F23.03,Inspection,Field/Mobile composition,erected scaffold|criteria,Tag / handover / defect,"Criteria, result and inspector",candidate-revalidation
JOB-SCAF,Scaffolder,67,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-SCAF-005,Scaffold Tag / Status Record,NATIVE,Deliver,Scaffold|Site,F23,F23.03,Scaffold Status / Tag,Field/Mobile composition,inspection|restrictions,Use / isolation,"Status, date, inspector and restrictions",candidate-revalidation
JOB-SCAF,Scaffolder,67,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-SCAF-006,Scaffold Defect / Restriction Record,NATIVE,Deliver,Scaffold|Finding|Site,F13|F23,F13.05|F23.03,Defect / Restriction,Case Workspace,inspection|event,Repair / reinspection,"Evidence, safe state and closure",candidate-revalidation
JOB-SCAF,Scaffolder,67,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-SCAF-007,Scaffold Handover Certificate,ASSISTED,Deliver,Scaffold|Party|Site,F13|F26,F13.08|F26.05,Certificate / Formal Attestation,Assisted Report Generator,inspection|configuration|design/reference,User / principal contractor,Signer authority and accepted status,candidate-revalidation
JOB-SCAF,Scaffolder,67,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-SCAF-008,Scaffold Dismantle / Return Record,NATIVE,Deliver,Scaffold|Site|Material,F10|F27,F10.05|F27.06,Dismantle / Material Return,Field/Mobile composition,instruction|scaffold status,Inventory / area release,"Components returned, condition and area clear",candidate-revalidation
JOB-STEEP,Steeplejack,73,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-STEEP-001,Access / Specialist Work Plan,ASSISTED,Deliver,Site|Structure|Work Package,F27|F23,F27.06|F23.02,Specialist Work / Access Plan,Assisted Report Generator,scope|structure|access method|weather/constraints,Permit / execution,"Approved scope, method and exact references",candidate-revalidation
JOB-STEEP,Steeplejack,73,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-STEEP-002,Permit / Rescue / Control Check,NATIVE,Deliver,Site|Structure|Person,F23,F23.05,Permit / Control Record,Field/Mobile composition,work plan|rescue plan|competence|weather,Authorised start,"Controls, person, time and exceptions",candidate-revalidation
JOB-STEEP,Steeplejack,73,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-STEEP-003,High-Level Structure Inspection,NATIVE,Deliver,Structure|Location|Asset,F22|F13,F22.09|F13.04,Inspection,Field/Mobile composition,inspection scope|asset history,Repair / report,"Photos, observations and inspector",candidate-revalidation
JOB-STEEP,Steeplejack,73,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-STEEP-004,Repair / Maintenance Execution Record,NATIVE,Deliver,Structure|Asset|Work Package,F22|F27,F22.08|F27.06,Maintenance / Execution Record,Field/Mobile composition,work order|materials|method,Test / completion,"Work performed, location and evidence",candidate-revalidation
JOB-STEEP,Steeplejack,73,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-STEEP-005,Lightning Protection / Specialist Test,NATIVE,Deliver,Structure|System|Asset,F13|F22,F13.04|F22.06,Inspection / Test,Field/Mobile composition,test criteria|system,Acceptance / corrective action,"Readings, result and instrument",candidate-revalidation
JOB-STEEP,Steeplejack,73,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-STEEP-006,Material / Equipment Usage,NATIVE,Deliver,Work Package|Material|Equipment,F10|F22,F10.05|F22.06,Usage Record,Field/Mobile composition,issued items|task,Cost / inventory,"Item, quantity, task and handler",candidate-revalidation
JOB-STEEP,Steeplejack,73,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-STEEP-007,High-Level Defect / Safety Exception,NATIVE,Deliver,Structure|Finding|Site,F13|F23,F13.05|F23.04,Defect / Incident Case,Case Workspace,inspection|event,Restriction / repair / investigation,"Evidence, safe state and disposition",candidate-revalidation
JOB-STEEP,Steeplejack,73,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-STEEP-008,Specialist Work Completion Report,ASSISTED,Deliver,Structure|Project|Party,F22|F26,F22.06|F26.06,Completion / Handover Report,Assisted Report Generator,inspection|repair|tests|photos,Client / asset record,"Completed scope, residual issues and evidence manifest",candidate-revalidation
JOB-STONE,Stonemason,74,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-STONE-001,Stonework Survey / Template Record,NATIVE,Deliver,Project|Heritage Asset|Location,F22|F26,F22.09|F26.05,Survey / Template Record,Field/Mobile composition,design|existing stone|dimensions,Fabrication / repair,"Measurements, photos and provenance",candidate-revalidation
JOB-STONE,Stonemason,74,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-STONE-002,Stone / Material Provenance Record,NATIVE,Enterprise Data,Material|Source|Work Package,F10|F22,F10.05|F22.06,Material / Provenance Record,Enterprise Grid,supplier/quarry|specification|sample,Fabrication / conservation,"Source, batch, properties and usage",candidate-revalidation
JOB-STONE,Stonemason,74,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-STONE-003,Stone Cutting / Fabrication Work Order,NATIVE,Deliver,Work Package|Material|Workshop,F11|F27,F11.03|F27.06,Fabrication Work Order,Object Workspace,template|drawing|stone|finish,Fabrication / installation,"Item, dimensions, finish and revision",candidate-revalidation
JOB-STONE,Stonemason,74,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-STONE-004,Stonework Installation / Repair Record,NATIVE,Deliver,Site|Location|Heritage Asset,F27,F27.06,Execution / Treatment Record,Field/Mobile composition,fabricated item|method|mortar/fixings,Inspection / completion,"Installed/repaired item, date and craftsperson",candidate-revalidation
JOB-STONE,Stonemason,74,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-STONE-005,Stonework Quality Inspection,NATIVE,Deliver,Site|Location|Work Package,F13,F13.04,Inspection,Field/Mobile composition,drawing/specification|completed work,Acceptance / defect,"Criteria, photos and inspector",candidate-revalidation
JOB-STONE,Stonemason,74,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-STONE-006,Conservation Treatment / Repair Evidence,NATIVE,Deliver,Heritage Asset|Location|Treatment,F22|F26,F22.09|F26.05,Treatment / Evidence Record,Viewer Workspace|Field/Mobile composition,condition|approved treatment,Conservation archive,"Before/after evidence, materials and method",candidate-revalidation
JOB-STONE,Stonemason,74,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-STONE-007,Stonework Defect / Rework Record,NATIVE,Deliver,Location|Finding|Work Package,F13,F13.05,Defect / Rework,Case Workspace,inspection|damage|nonconformance,Repair / verification,"Evidence, action and closure",candidate-revalidation
JOB-STONE,Stonemason,74,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-STONE-008,Stonework Completion / Handover,ASSISTED,Deliver,Project|Heritage Asset|Party,F22|F26|F27,F22.06|F26.06|F27.08,Completion / Handover Package,Assisted Report Generator,materials|fabrication|installation|inspection|photos,Client / heritage record,"Accepted scope, provenance and evidence manifest",candidate-revalidation
JOB-KBD,Kitchen and Bathroom Designer,48,Architecture & Design,,gap-no-direct-job-profile,WP-KBD-001,Customer Brief / Design Requirement,NATIVE,Operate,Party|Property|Room|Opportunity,F07|F22,F07.02|F22.06,Customer Brief / Requirement,Object Workspace,customer needs|budget|room,Survey / concept,"Requirements, constraints and approvals",candidate-revalidation
JOB-KBD,Kitchen and Bathroom Designer,48,Architecture & Design,,gap-no-direct-job-profile,WP-KBD-002,Room Survey / Measurement Record,NATIVE,Operate,Property|Room|Opportunity,F22|F26,F22.06|F26.05,Room Survey,Field/Mobile composition,site visit|existing services,Layout / product selection,"Measurements, photos and surveyor",candidate-revalidation
JOB-KBD,Kitchen and Bathroom Designer,48,Architecture & Design,,gap-no-direct-job-profile,WP-KBD-003,Kitchen / Bathroom Layout,CONNECTED,Operate,Opportunity|Room|Information Container,F26,F26.05,Information Container: Layout / Design,Connected Authoring Adapter,brief|survey|product catalogue,Quote / approval,"Revision, dimensions and designer",candidate-revalidation
JOB-KBD,Kitchen and Bathroom Designer,48,Architecture & Design,,gap-no-direct-job-profile,WP-KBD-004,Product / Finish Schedule,NATIVE,Operate,Opportunity|Room|Product,F10|F07,F10.05|F07.04,Product / Finish Schedule,Enterprise Grid,layout|catalogue|customer choices,Quote / order,"Product, quantity, finish and location",candidate-revalidation
JOB-KBD,Kitchen and Bathroom Designer,48,Architecture & Design,,gap-no-direct-job-profile,WP-KBD-005,Customer Quote / Proposal,NATIVE,Operate,Party|Opportunity|Quote,F07,F07.04,Quotation / Proposal,Object Workspace,layout|product schedule|installation scope,Customer decision,"Price, scope, exclusions and validity",candidate-revalidation
JOB-KBD,Kitchen and Bathroom Designer,48,Architecture & Design,,gap-no-direct-job-profile,WP-KBD-006,Design Approval / Decision Record,NATIVE,Operate,Opportunity|Party|Decision,F20|F07,F20.03|F07.05,Customer Approval / Decision,Decision Workspace,quote|layout|finishes,Order / installation,"Approved revision, options and customer evidence",candidate-revalidation
JOB-KBD,Kitchen and Bathroom Designer,48,Architecture & Design,,gap-no-direct-job-profile,WP-KBD-007,Design Revision / Change Record,NATIVE,Operate,Opportunity|Change|Information Container,F26|F07,F26.05|F07.05,Revision / Change,Enterprise Change Workspace,customer change|site issue|product change,Revised quote / order,"Reason, affected items and approval",candidate-revalidation
JOB-KBD,Kitchen and Bathroom Designer,48,Architecture & Design,,gap-no-direct-job-profile,WP-KBD-008,Installation / Order Handover Pack,ASSISTED,Operate,Order|Property|Room|Party,F10|F26,F10.07|F26.06,Order / Installation Package,Assisted Report Generator,approved design|products|survey|scope,Fitter / supplier / customer,"Exact revisions, items and acceptance basis",candidate-revalidation
JOB-TPA,Town Planning Assistant,80,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-TPA-001,Planning Case Setup / Validation Record,NATIVE,Operate,Application|Site|Party|Authority,F19|F22,F19.01|F22.04,Planning Case / Validation,Case Workspace,application|forms|plans|fee/data,Assessment / consultation,"Submitted items, validation status and dates",candidate-revalidation
JOB-TPA,Town Planning Assistant,80,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-TPA-002,Site / Application Data Record,NATIVE,Operate,Site|Application|Property,F22,F22.04,Planning Site / Application Record,Object Workspace|Map Workspace,application|property/spatial data,Assessment,Canonical site links and source provenance,candidate-revalidation
JOB-TPA,Town Planning Assistant,80,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-TPA-003,Policy / Constraint Data Pack,NATIVE,Operate,Site|Policy|Requirement,F20|F22,F20.02|F22.04,Constraint / Requirement Register,Enterprise Grid|Map Workspace,policy|designations|spatial layers,Planner assessment,"Source, applicability and date",candidate-revalidation
JOB-TPA,Town Planning Assistant,80,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-TPA-004,Consultation Administration Record,NATIVE,Operate,Application|Party|Authority,F19,F19.01,Consultation Record,Object Workspace,case|consultees|dates,Responses / assessment,"Recipients, issue date and response status",candidate-revalidation
JOB-TPA,Town Planning Assistant,80,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-TPA-005,Planning Plan / Spatial Exhibit,CONNECTED,Operate,Application|Site|Information Container,F26,F26.05,Information Container: Plan / Map,Connected Authoring Adapter,site data|application|spatial layers,Consultation / report,"Revision, scale, extent and source data",candidate-revalidation
JOB-TPA,Town Planning Assistant,80,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-TPA-006,Planning Correspondence / Case Note,NATIVE,Operate,Application|Party|Case,F19|F26,F19.01|F26.05,Case Note / Correspondence,Object Workspace,contact|meeting|submission,Planner / applicant action,"Author, date, parties and linked case",candidate-revalidation
JOB-TPA,Town Planning Assistant,80,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-TPA-007,Decision / Condition Administration,NATIVE,Operate,Application|Decision|Requirement,F20|F22,F20.03|F22.04,Decision / Condition Record,Enterprise Grid,planner/authority decision|conditions,Issue / monitoring,"Exact decision, conditions, dates and status",candidate-revalidation
JOB-TPA,Town Planning Assistant,80,"Geospatial, Planning & Transport",,gap-no-direct-job-profile,WP-TPA-008,Planning Case Closure / Archive,ASSISTED,Operate,Application|Archive|Authority,F26|F19,F26.06|F19.01,Case Archive Package,Assisted Report Generator,submission|consultations|reports|decision|conditions,Records / future monitoring,"Completeness, retention and final status",candidate-revalidation
